Name|md5|Machine|SizeOfOptionalHeader|Characteristics|MajorLinkerVersion|MinorLinkerVersion|SizeOfCode|SizeOfInitializedData|SizeOfUninitializedData|AddressOfEntryPoint|BaseOfCode|BaseOfData|ImageBase|SectionAlignment|FileAlignment|MajorOperatingSystemVersion|MinorOperatingSystemVersion|MajorImageVersion|MinorImageVersion|MajorSubsystemVersion|MinorSubsystemVersion|SizeOfImage|SizeOfHeaders|CheckSum|Subsystem|DllCharacteristics|SizeOfStackReserve|SizeOfStackCommit|SizeOfHeapReserve|SizeOfHeapCommit|LoaderFlags|NumberOfRvaAndSizes|SectionsNb|SectionsMeanEntropy|SectionsMinEntropy|SectionsMaxEntropy|SectionsMeanRawsize|SectionsMinRawsize|SectionMaxRawsize|SectionsMeanVirtualsize|SectionsMinVirtualsize|SectionMaxVirtualsize|ImportsNbDLL|ImportsNb|ImportsNbOrdinal|ExportNb|ResourcesNb|ResourcesMeanEntropy|ResourcesMinEntropy|ResourcesMaxEntropy|ResourcesMeanSize|ResourcesMinSize|ResourcesMaxSize|LoadConfigurationSize|VersionInformationSize|legitimate
a832fbae-3fd4-11e7-8f0a-80e65024849a.file|086ca0d2e06f7cf7c15f0f74bc6db518|332|224|271|7|10|339968|999424|0|218191|4096|344064|4194304|4096|4096|4|0|0|0|4|0|1343488|4096|1386083|2|0|1048576|4096|1048576|4096|0|16|4|5.70203186353|3.73172609735|7.60217774193|329728.0|12288|880640|332765.5|28852|877720|15|439|2|0|84|3.84010383305|0.960953135828|7.99708871773|10393.7857143|20|387380|72|17|0
f8fae307-1f54-11e7-a8b0-80e65024849a.file|086ca0d2e06f7cf7c15f0f74bc6db518|332|224|271|7|10|339968|999424|0|218191|4096|344064|4194304|4096|4096|4|0|0|0|4|0|1343488|4096|1386083|2|0|1048576|4096|1048576|4096|0|16|4|5.70203186353|3.73172609735|7.60217774193|329728.0|12288|880640|332765.5|28852|877720|15|439|2|0|84|3.84010383305|0.960953135828|7.99708871773|10393.7857143|20|387380|72|17|0
677f9828-b08b-11e6-aa5a-80e65024849a.file|ee2124b6d33790152d39543881c02e43|332|224|271|6|0|25088|186368|2048|12846|4096|32768|4194304|4096|512|4|0|6|0|4|0|319488|1024|0|2|34112|1048576|4096|1048576|4096|0|16|5|4.211353822|0.0|6.4806797674|10547.2|0|25088|61651.6|5216|176056|8|166|1|0|16|4.00199721742|2.56193367224|6.26611549455|1204.375|104|4264|0|17|0
010ca363-a6ac-11e6-bbe9-80e65024849a.file|bb11b7bb2dbe158e004d432f0c626081|332|224|8482|10|0|145408|38912|4096|148849|4096|155648|4194304|4096|512|5|0|0|0|5|0|204800|1024|236538|2|320|1048576|4096|1048576|4096|0|16|7|4.34488516108|0.0|7.04308225653|26331.4285714|0|144896|26669.1428571|10|144790|8|23|0|0|3|3.7856443641|3.35272734935|4.0072300027|4501.33333333|748|6536|0|17|0
fcd5700c-a6ae-11e6-b9e6-80e65024849a.file|35f4dfda6011343654098c1cd97e05e7|332|224|271|8|0|187904|150016|0|174880|4096|196608|4194304|4096|512|4|0|0|0|4|0|360448|1024|376315|3|0|1048576|4096|1048576|4096|0|16|10|6.51328218466|0.142635768149|7.93369693463|33587.2|512|187392|33556.8|10|187360|8|1691|14|0|0|0|0|0|0|0|0|0|0|0
38a95907-aa57-11e6-a38c-80e65024849a.file|211e9145dd724e538362face5740e6e2|332|224|259|11|0|112640|155648|0|4171|4096|118784|4194304|4096|1024|5|0|0|0|5|0|286720|1024|218440|2|320|1048576|4096|1048576|4096|0|16|8|5.66479464604|3.06023403785|6.6589935366|25600.0|1024|112640|33251.75|940|112286|8|235|0|0|1|3.37480196581|3.37480196581|3.37480196581|852.0|852|852|0|17|0
ed557c8c-eaa9-11e6-9daf-80e65024849a.file|31d5f481153ccd2829558720f8d90d81|332|224|271|7|10|327680|749568|0|204993|4096|331776|4194304|4096|4096|4|0|0|0|4|0|1081344|4096|1109493|2|0|1048576|4096|1048576|4096|0|16|4|5.71114439524|3.70322277333|7.81560299434|264192.0|12288|630784|265760.25|28820|627336|15|427|2|0|85|4.09159426248|0.960953135828|7.99664015712|7325.37647059|20|182713|72|17|0
81d8cfd9-9c08-11e6-a7fa-80e65024849a.file|bf46f540cf5719a30cb02a6ee586438d|332|224|271|6|0|23552|119808|1024|12860|4096|28672|4194304|4096|512|4|0|6|0|4|0|344064|1024|0|2|32768|1048576|4096|1048576|4096|0|16|5|4.35827958225|0.0|6.41769823686|8396.8|0|23552|66176.4|4496|180224|8|155|1|0|8|3.32960647264|1.91924070464|5.61990536399|1499.625|20|9832|0|12|0
e46bbb38-d84b-11e6-9541-80e65024849a.file|8a916ce8bac56ad0cc040507f70dccf2|332|224|259|14|0|44032|245248|0|4186|4096|49152|4194304|4096|512|6|0|0|0|6|0|487424|1024|474932|2|320|1048576|4096|1048576|4096|0|16|8|5.306631752|3.39605956343|6.90490965139|53376.0|3584|181248|58482.0|3740|180948|2|109|0|0|35|4.13111726006|1.29173550268|7.98889536552|5099.91428571|16|48250|0|18|0
c72d44b3-5713-11e7-9025-80e65024849a.file|7f67061ecfe8435d96df03ac4911c76c|332|224|258|12|0|867328|336896|0|724646|4096|872448|4194304|4096|512|5|1|0|0|5|1|1220608|1024|1240646|2|33088|1048576|4096|1048576|4096|0|16|7|4.57961396|0.0659144123432|7.1778303501|169764.571429|512|867328|171758.857143|12|866972|21|463|18|0|12|3.59969214127|2.04565143212|7.98946071479|5980.16666667|38|48166|72|15|0
eb2cb959-cf3a-11e6-88b5-80e65024849a.file|8a916ce8bac56ad0cc040507f70dccf2|332|224|259|14|0|44032|245248|0|4186|4096|49152|4194304|4096|512|6|0|0|0|6|0|487424|1024|474932|2|320|1048576|4096|1048576|4096|0|16|8|5.306631752|3.39605956343|6.90490965139|53376.0|3584|181248|58482.0|3740|180948|2|109|0|0|35|4.13111726006|1.29173550268|7.98889536552|5099.91428571|16|48250|0|18|0
d3cdc13a-0f10-11e7-a343-80e65024849a.file|31d5f481153ccd2829558720f8d90d81|332|224|271|7|10|327680|749568|0|204993|4096|331776|4194304|4096|4096|4|0|0|0|4|0|1081344|4096|1109493|2|0|1048576|4096|1048576|4096|0|16|4|5.71114439524|3.70322277333|7.81560299434|264192.0|12288|630784|265760.25|28820|627336|15|427|2|0|85|4.09159426248|0.960953135828|7.99664015712|7325.37647059|20|182713|72|17|0
d8e92238-f41a-11e6-bd78-80e65024849a.file|31d5f481153ccd2829558720f8d90d81|332|224|271|7|10|327680|749568|0|204993|4096|331776|4194304|4096|4096|4|0|0|0|4|0|1081344|4096|1109493|2|0|1048576|4096|1048576|4096|0|16|4|5.71114439524|3.70322277333|7.81560299434|264192.0|12288|630784|265760.25|28820|627336|15|427|2|0|85|4.09159426248|0.960953135828|7.99664015712|7325.37647059|20|182713|72|17|0
9288d245-f075-11e6-8437-80e65024849a.file|31d5f481153ccd2829558720f8d90d81|332|224|271|7|10|327680|749568|0|204993|4096|331776|4194304|4096|4096|4|0|0|0|4|0|1081344|4096|1109493|2|0|1048576|4096|1048576|4096|0|16|4|5.71114439524|3.70322277333|7.81560299434|264192.0|12288|630784|265760.25|28820|627336|15|427|2|0|85|4.09159426248|0.960953135828|7.99664015712|7325.37647059|20|182713|72|17|0
efb93511-7f42-11e7-b5e4-80e65024849a.file|5e28aa7d4e48c41841852a991720e0c9|332|224|271|6|0|630784|16384|0|4280|4096|634880|4194304|4096|4096|4|0|1|0|4|0|651264|4096|675621|2|0|1048576|4096|1048576|4096|0|16|3|2.63815189041|0.0|5.94507208336|211626.666667|0|630784|214397.333333|2304|630548|1|17|11|0|5|2.52832792194|1.7698669865|3.2419970388|393.6|48|744|0|14|0
eadc12f0-c447-11e6-b744-80e65024849a.file|d8012989362c634ae2f5d6453bac46f2|332|224|8462|2|50|62976|22528|0|57649|4096|69632|268435456|4096|512|4|0|0|0|4|0|98304|1024|127356|2|0|1048576|4096|1048576|4096|0|16|4|5.31846009744|3.04800455669|6.61844777486|20992.0|512|62976|21149.75|256|62699|9|97|0|0|0|0|0|0|0|0|0|0|0|0
5ecd860c-b5b0-11e6-ab6d-80e65024849a.file|a7593f0cb215231cd18877d846efeb59|332|224|8450|12|0|56832|146944|0|16559|4096|61440|268435456|4096|512|5|1|0|0|5|1|217088|1024|0|2|320|1048576|4096|1048576|4096|0|16|5|5.81247533006|4.03183130723|7.35378913584|39116.8|1024|113152|40456.8|896|120940|3|77|0|0|2|4.08603214777|3.2604497798|4.91161451574|364.5|348|381|72|11|0
f03bf2f5-a6ae-11e6-802b-80e65024849a.file|31963075abec1ca51a7c8416baf097f2|332|224|259|9|0|78336|40960|0|23209|4096|86016|4194304|4096|512|5|0|0|0|5|0|135168|1024|129487|2|33024|1048576|4096|1048576|4096|0|16|4|5.99454183738|4.36341833543|7.03845593687|29824.0|7168|78336|30443.75|9612|78095|13|144|1|0|9|3.73460362592|3.05479828603|5.33365764625|1012.44444444|78|1988|72|0|0
ee62e4d9-372b-11e7-ae85-80e65024849a.file|4f851a9c8d9717ed4f172e6b3527a8b2|332|224|258|9|0|946176|24576|2277376|3221696|2281472|3227648|16777216|4096|512|4|0|6|1|4|0|3252224|4096|1042027|2|33216|262144|8192|1048576|4096|0|16|3|4.5439211646|0.0|7.99966729801|322218.666667|0|943616|1082709.33333|24576|2277376|19|24|0|0|100|6.17253386293|0.0|7.99915464308|13487.34|20|193072|72|16|0
86db2ee1-adcb-11e6-ba97-80e65024849a.file|c9ecef552d1f688d1016064118d0b125|332|224|779|12|0|86016|106496|0|10016|4096|90112|4194304|4096|4096|4|0|0|0|4|0|196608|4096|0|3|33024|1048576|4096|1048576|4096|286331153|16|7|4.4987221845|0.751158546381|6.79904866394|27501.7142857|4096|81920|25185.0|704|79842|6|86|5|0|1|3.37637123224|3.37637123224|3.37637123224|616.0|616|616|0|14|0
3e8acceb-5260-11e7-9017-80e65024849a.file|36882198e11da2783e28b84eed923fca|332|224|33166|2|25|822784|201728|0|826460|4096|827392|4194304|4096|512|4|0|0|0|4|0|1056768|1024|0|2|0|1048576|16384|1048576|4096|0|16|8|3.9262470143|0.0|6.99810547649|128064.0|0|822784|128458.125|16|822444|20|481|0|0|60|3.16517554995|1.83875868092|7.66989488327|1927.43333333|16|67543|0|0|0
85262559-d521-11e6-a463-80e65024849a.file|b3aa7897f91d154448ca43c228ae7a8e|332|224|271|7|10|339968|999424|0|218191|4096|344064|4194304|4096|4096|4|0|0|0|4|0|1343488|4096|1365106|2|0|1048576|4096|1048576|4096|0|16|4|5.70196172842|3.73172609735|7.60217774193|329728.0|12288|880640|332765.5|28852|877720|15|439|2|0|84|3.84010383305|0.960953135828|7.99708871773|10393.7857143|20|387380|72|17|0
e65ed05c-ef74-11e6-9d52-80e65024849a.file|31d5f481153ccd2829558720f8d90d81|332|224|271|7|10|327680|749568|0|204993|4096|331776|4194304|4096|4096|4|0|0|0|4|0|1081344|4096|1109493|2|0|1048576|4096|1048576|4096|0|16|4|5.71114439524|3.70322277333|7.81560299434|264192.0|12288|630784|265760.25|28820|627336|15|427|2|0|85|4.09159426248|0.960953135828|7.99664015712|7325.37647059|20|182713|72|17|0
e4d4f042-c040-11e6-b255-80e65024849a.file|914713d358f46cb82396b471fb779c1e|332|224|258|10|0|29696|489984|16896|14511|4096|36864|4194304|4096|512|5|0|6|0|5|0|5713920|1024|1318104|2|34112|1048576|4096|1048576|4096|0|16|6|3.8551681846|0.0|6.49970859063|13909.3333333|0|37888|950083.333333|4054|5148672|8|172|1|0|15|4.35229120567|2.5743733285|6.08866623731|2436.73333333|132|9640|0|14|0
852b3168-fcba-11e6-a1b2-80e65024849a.file|8a916ce8bac56ad0cc040507f70dccf2|332|224|259|14|0|44032|245248|0|4186|4096|49152|4194304|4096|512|6|0|0|0|6|0|487424|1024|474932|2|320|1048576|4096|1048576|4096|0|16|8|5.306631752|3.39605956343|6.90490965139|53376.0|3584|181248|58482.0|3740|180948|2|109|0|0|35|4.13111726006|1.29173550268|7.98889536552|5099.91428571|16|48250|0|18|0
ccdb1442-2287-11e7-bd04-80e65024849a.file|4f851a9c8d9717ed4f172e6b3527a8b2|332|224|258|9|0|946176|24576|2277376|3221696|2281472|3227648|16777216|4096|512|4|0|6|1|4|0|3252224|4096|1042027|2|33216|262144|8192|1048576|4096|0|16|3|4.5439211646|0.0|7.99966729801|322218.666667|0|943616|1082709.33333|24576|2277376|19|24|0|0|100|6.17253386293|0.0|7.99915464308|13487.34|20|193072|72|16|0
d24b35a3-ce59-11e6-9509-80e65024849a.file|8a916ce8bac56ad0cc040507f70dccf2|332|224|259|14|0|44032|245248|0|4186|4096|49152|4194304|4096|512|6|0|0|0|6|0|487424|1024|474932|2|320|1048576|4096|1048576|4096|0|16|8|5.306631752|3.39605956343|6.90490965139|53376.0|3584|181248|58482.0|3740|180948|2|109|0|0|35|4.13111726006|1.29173550268|7.98889536552|5099.91428571|16|48250|0|18|0
831c7475-a1a3-11e6-9877-80e65024849a.file|31a6132927eca616227c650802d97301|332|224|258|10|0|677376|251904|0|521613|4096|684032|4194304|4096|512|5|1|0|0|5|1|962560|1024|959688|2|33088|1048576|4096|1048576|4096|0|16|5|5.3652294937|3.83071156852|6.66612606487|185856.0|1536|677376|189014.2|1300|677061|10|198|0|0|2|4.20272281015|3.143411717|5.26203390329|569.0|376|762|0|11|0
e2b1793d-03c7-11e7-be41-80e65024849a.file|8a916ce8bac56ad0cc040507f70dccf2|332|224|259|14|0|44032|245248|0|4186|4096|49152|4194304|4096|512|6|0|0|0|6|0|487424|1024|474932|2|320|1048576|4096|1048576|4096|0|16|8|5.306631752|3.39605956343|6.90490965139|53376.0|3584|181248|58482.0|3740|180948|2|109|0|0|35|4.13111726006|1.29173550268|7.98889536552|5099.91428571|16|48250|0|18|0
c5d15aa8-99fa-11e6-bc8a-80e65024849a.file|6b65c98e45e7bc9086ccf02e04379e4a|332|224|34|48|0|46592|3072|0|54414|8192|57344|4194304|8192|512|4|0|0|0|4|0|73728|512|0|2|34112|1048576|4096|1048576|4096|0|16|3|3.17587586433|0.0815394123432|5.70274563613|16554.6666667|512|46592|16101.3333333|12|46228|1|1|0|0|2|4.25411507963|3.43349387421|5.07473628505|948.5|691|1206|0|19|0
5d1094a8-9c08-11e6-86b5-80e65024849a.file|493901d21b46139c918c51b636e05783|332|224|258|12|0|62464|405504|0|18977|4096|69632|4194304|4096|512|5|1|0|0|5|1|483328|1024|462729|2|33088|1048576|4096|1048576|4096|0|16|5|5.66362129733|2.50220232973|7.98717520211|90112.0|4096|351744|93335.0|3680|368928|2|83|0|0|4|2.4266184636|1.13377625336|4.896233395|846.5|34|2216|72|0|0
b8da24f3-c4f3-11e6-acc3-80e65024849a.file|a7ba1e06f54d86bf289121607687d050|332|224|33167|2|25|155648|224768|0|160824|4096|163840|4194304|4096|512|5|0|0|0|5|0|417792|1024|397194|2|0|1048576|16384|1048576|4096|0|16|9|3.31731688447|0.0|6.60383416338|42268.4444444|0|210944|43426.8888889|8|210944|20|235|0|0|23|4.67733088708|2.52305617643|7.88776844019|9081.26086957|16|132516|0|18|0
417863c7-aa57-11e6-91b8-80e65024849a.file|5f3d9696cc830aa7eadeee3c9ed26f24|332|224|271|6|0|8192|8192|0|4524|4096|12288|4194304|4096|4096|4|0|1|9|4|0|20480|4096|64459|2|0|1048576|4096|1048576|4096|0|16|3|1.69063107973|0.0|3.14318743587|5461.33333333|4096|8192|3201.33333333|2256|4704|1|39|2|0|5|2.52891012668|1.7698669865|3.24490806251|384.0|48|744|0|14|0
945889c0-c4f3-11e6-b690-80e65024849a.file|a7593f0cb215231cd18877d846efeb59|332|224|8450|12|0|56832|146944|0|16559|4096|61440|268435456|4096|512|5|1|0|0|5|1|217088|1024|0|2|320|1048576|4096|1048576|4096|0|16|5|5.81247533006|4.03183130723|7.35378913584|39116.8|1024|113152|40456.8|896|120940|3|77|0|0|2|4.08603214777|3.2604497798|4.91161451574|364.5|348|381|72|11|0
c1797d97-c907-11e6-be67-80e65024849a.file|8915452ee0b8e754ee7b047a849a01a2|332|224|774|2|24|51200|47104|5632|163984|0|4096|16777216|4096|512|5|0|1|0|4|0|208896|1024|182645|3|4160|2097152|4096|1048576|4096|0|16|14|4.82660736507|0.0|7.74341620005|12178.2857143|0|51200|12577.4285714|55|50752|7|69|0|0|11|4.12648984743|2.61331937355|5.79657704644|1745.45454545|48|9040|0|16|0
cd0812cc-c2b4-11e6-982d-80e65024849a.file|ad864c43db8ee6950437ffddd9a3c7d3|332|224|258|9|0|434176|96768|0|339423|4096|438272|4194304|4096|512|5|0|0|0|5|0|552960|1024|537677|2|33088|1048576|4096|1048576|4096|0|16|5|5.151701902|3.96580914341|6.3816360355|106188.8|2560|434176|107786.0|2160|434158|11|232|1|0|2|4.95612564696|4.77791557588|5.13433571803|993.5|357|1630|72|0|0
f378c8ba-f41a-11e6-9ac9-80e65024849a.file|8a916ce8bac56ad0cc040507f70dccf2|332|224|259|14|0|44032|245248|0|4186|4096|49152|4194304|4096|512|6|0|0|0|6|0|487424|1024|474932|2|320|1048576|4096|1048576|4096|0|16|8|5.306631752|3.39605956343|6.90490965139|53376.0|3584|181248|58482.0|3740|180948|2|109|0|0|35|4.13111726006|1.29173550268|7.98889536552|5099.91428571|16|48250|0|18|0
b7e5d433-9a86-11e6-95a4-80e65024849a.file|7714fccf2d8f60a76f2f77ba55666437|332|224|270|11|0|73728|49152|0|76487|8192|81920|4194304|8192|512|4|0|0|0|4|0|131072|1024|0|2|34112|1048576|4096|1048576|4096|0|16|5|2.26107210201|0.101910425663|5.48155838546|18124.8|512|68608|17678.6|12|68301|1|1|0|0|8|4.35557801396|2.70884698012|5.7567636012|2435.25|76|9640|0|19|0
9e3868d1-3f1b-11e7-9dc7-80e65024849a.file|f1db409bf1ff8f356cffb4a5546c34a4|332|224|271|7|10|323584|999424|0|201073|4096|327680|4194304|4096|4096|4|0|0|0|4|0|1327104|4096|1341968|2|0|1048576|4096|1048576|4096|0|16|4|5.65603576129|3.71405181753|7.52279950263|325632.0|12288|880640|327932.25|28820|879944|15|427|2|0|87|3.94511931213|0.960953135828|7.99682856139|10059.3908046|20|270376|72|18|0
723b4ccc-adcb-11e6-8801-80e65024849a.file|31963075abec1ca51a7c8416baf097f2|332|224|259|9|0|78336|40960|0|23209|4096|86016|4194304|4096|512|5|0|0|0|5|0|135168|1024|129487|2|33024|1048576|4096|1048576|4096|0|16|4|5.99454183738|4.36341833543|7.03845593687|29824.0|7168|78336|30443.75|9612|78095|13|144|1|0|9|3.73460362592|3.05479828603|5.33365764625|1012.44444444|78|1988|72|0|0
c40590c7-811d-11e7-8ba1-80e65024849a.file|d335904e0fc1209cced63553bebb5203|332|224|258|8|0|527872|7680|0|535870|8192|540672|4194304|8192|512|4|0|0|0|4|0|557056|512|0|2|34112|1048576|4096|1048576|4096|0|16|3|3.48033414118|0.101910425663|5.17389729943|178517.333333|512|527872|178120.666667|12|527684|1|1|0|0|4|3.83803574273|1.88562804383|5.19496119446|1600.5|34|4264|0|7|0
dc5032ee-210c-11e7-bc38-80e65024849a.file|b3aa7897f91d154448ca43c228ae7a8e|332|224|271|7|10|339968|999424|0|218191|4096|344064|4194304|4096|4096|4|0|0|0|4|0|1343488|4096|1365106|2|0|1048576|4096|1048576|4096|0|16|4|5.70196172842|3.73172609735|7.60217774193|329728.0|12288|880640|332765.5|28852|877720|15|439|2|0|84|3.84010383305|0.960953135828|7.99708871773|10393.7857143|20|387380|72|17|0
261a5dc0-c364-11e6-b8eb-80e65024849a.file|b74cfd9313cd899c8a5f487fe2db5c1a|332|224|271|6|0|25600|186368|2048|12960|4096|32768|4194304|4096|512|4|0|6|0|4|0|352256|1024|0|2|34112|1048576|4096|1048576|4096|0|16|5|4.27586351687|0.0|6.48463588503|12185.6|0|28160|68280.6|5296|176088|7|166|1|0|14|4.30502497606|2.73225741374|6.16607689223|1946.71428571|132|9640|0|0|0
d2b61fa8-9a86-11e6-938b-80e65024849a.file|7e6c4acec91b61dd3d08a3bea3d6632d|332|224|271|2|50|72704|20992|0|740146|4096|77824|4194304|4096|512|5|0|0|0|5|0|1384448|576|703076|2|0|1048576|4096|1048576|4096|0|16|5|1.58200115997|0.0|7.91000579984|136089.6|0|680448|273754.8|256|679982|11|17|0|0|0|0|0|0|0|0|0|0|0|0
b8e6e180-d71b-11e6-a039-80e65024849a.file|8a916ce8bac56ad0cc040507f70dccf2|332|224|259|14|0|44032|245248|0|4186|4096|49152|4194304|4096|512|6|0|0|0|6|0|487424|1024|474932|2|320|1048576|4096|1048576|4096|0|16|8|5.306631752|3.39605956343|6.90490965139|53376.0|3584|181248|58482.0|3740|180948|2|109|0|0|35|4.13111726006|1.29173550268|7.98889536552|5099.91428571|16|48250|0|18|0
bf5ca617-ab20-11e6-afb1-80e65024849a.file|5cf53ff2d717d768c88fa264934f3361|332|224|271|6|0|23552|117760|1024|12470|4096|28672|4194304|4096|512|4|0|6|0|4|0|245760|1024|0|2|32768|1048576|4096|1048576|4096|0|16|5|4.46338405973|0.0|6.4186984047|9728.0|0|23552|46647.6|4558|108472|8|158|1|0|16|3.9485589431|2.52183228636|6.26611549455|1145.0|104|4264|0|0|0
bd599535-c907-11e6-88e9-80e65024849a.file|d8012989362c634ae2f5d6453bac46f2|332|224|8462|2|50|62976|22528|0|57649|4096|69632|268435456|4096|512|4|0|0|0|4|0|98304|1024|127356|2|0|1048576|4096|1048576|4096|0|16|4|5.31846009744|3.04800455669|6.61844777486|20992.0|512|62976|21149.75|256|62699|9|97|0|0|0|0|0|0|0|0|0|0|0|0
66a1c842-eb71-11e6-8892-80e65024849a.file|086ca0d2e06f7cf7c15f0f74bc6db518|332|224|271|7|10|339968|999424|0|218191|4096|344064|4194304|4096|4096|4|0|0|0|4|0|1343488|4096|1386083|2|0|1048576|4096|1048576|4096|0|16|4|5.70203186353|3.73172609735|7.60217774193|329728.0|12288|880640|332765.5|28852|877720|15|439|2|0|84|3.84010383305|0.960953135828|7.99708871773|10393.7857143|20|387380|72|17|0
d9e7f6fa-99fa-11e6-9d7a-80e65024849a.file|7e6c4acec91b61dd3d08a3bea3d6632d|332|224|271|2|50|72704|20992|0|740146|4096|77824|4194304|4096|512|5|0|0|0|5|0|1384448|576|703076|2|0|1048576|4096|1048576|4096|0|16|5|1.58200115997|0.0|7.91000579984|136089.6|0|680448|273754.8|256|679982|11|17|0|0|0|0|0|0|0|0|0|0|0|0
8ac40742-a4bf-11e6-b8cc-80e65024849a.file|e26420e07f96990d540fced7306b0c4f|332|224|271|6|0|23552|119808|1024|12860|4096|28672|4194304|4096|512|4|0|6|0|4|0|598016|1024|0|2|32768|1048576|4096|1048576|4096|0|16|5|3.39222834033|0.0|6.41769823686|82739.2|0|384512|117630.8|4496|384504|8|155|1|0|16|1.96001874513|0.0|5.21481584993|23975.875|160|270376|0|0|0
541fe1a3-b08b-11e6-8212-80e65024849a.file|5cf53ff2d717d768c88fa264934f3361|332|224|271|6|0|23552|117760|1024|12470|4096|28672|4194304|4096|512|4|0|6|0|4|0|245760|1024|0|2|32768|1048576|4096|1048576|4096|0|16|5|4.46338405973|0.0|6.4186984047|9728.0|0|23552|46647.6|4558|108472|8|158|1|0|16|3.9485589431|2.52183228636|6.26611549455|1145.0|104|4264|0|0|0
f6ee1df5-0b1c-11e7-80d7-80e65024849a.file|8a916ce8bac56ad0cc040507f70dccf2|332|224|259|14|0|44032|245248|0|4186|4096|49152|4194304|4096|512|6|0|0|0|6|0|487424|1024|474932|2|320|1048576|4096|1048576|4096|0|16|8|5.306631752|3.39605956343|6.90490965139|53376.0|3584|181248|58482.0|3740|180948|2|109|0|0|35|4.13111726006|1.29173550268|7.98889536552|5099.91428571|16|48250|0|18|0
9cc6b217-fcba-11e6-8303-80e65024849a.file|b3aa7897f91d154448ca43c228ae7a8e|332|224|271|7|10|339968|999424|0|218191|4096|344064|4194304|4096|4096|4|0|0|0|4|0|1343488|4096|1365106|2|0|1048576|4096|1048576|4096|0|16|4|5.70196172842|3.73172609735|7.60217774193|329728.0|12288|880640|332765.5|28852|877720|15|439|2|0|84|3.84010383305|0.960953135828|7.99708871773|10393.7857143|20|387380|72|17|0
ff482121-3c5e-11e7-945a-80e65024849a.file|b3aa7897f91d154448ca43c228ae7a8e|332|224|271|7|10|339968|999424|0|218191|4096|344064|4194304|4096|4096|4|0|0|0|4|0|1343488|4096|1365106|2|0|1048576|4096|1048576|4096|0|16|4|5.70196172842|3.73172609735|7.60217774193|329728.0|12288|880640|332765.5|28852|877720|15|439|2|0|84|3.84010383305|0.960953135828|7.99708871773|10393.7857143|20|387380|72|17|0
c8b6cdba-3c5f-11e7-96cc-80e65024849a.file|31d5f481153ccd2829558720f8d90d81|332|224|271|7|10|327680|749568|0|204993|4096|331776|4194304|4096|4096|4|0|0|0|4|0|1081344|4096|1109493|2|0|1048576|4096|1048576|4096|0|16|4|5.71114439524|3.70322277333|7.81560299434|264192.0|12288|630784|265760.25|28820|627336|15|427|2|0|85|4.09159426248|0.960953135828|7.99664015712|7325.37647059|20|182713|72|17|0
cfa50326-c2b4-11e6-91c8-80e65024849a.file|f2bc053a5890cc964f2aff9a7b0ef1b2|332|224|33167|2|25|173056|138752|0|177240|4096|180224|4194304|4096|512|5|0|0|0|5|0|344064|1024|331424|2|0|1048576|16384|1048576|4096|0|16|9|3.82762947924|0.0|7.72426391517|34645.3333333|0|171520|35782.2222222|8|171448|21|231|0|0|17|5.92809178509|2.62307816502|7.99560444839|6560.23529412|16|76734|0|18|0
acea9c35-99fa-11e6-9ab5-80e65024849a.file|931679cff2703ea3ac1cb37cafa688a4|332|224|258|12|0|774144|28672|696320|1471824|700416|1474560|4194304|4096|512|5|1|0|0|5|1|1503232|4096|856522|2|33088|1048576|4096|1048576|4096|0|16|3|4.00736975291|0.0|7.90278238655|265898.666667|0|772096|499712.0|28672|774144|17|22|1|0|11|3.82411167254|2.44524812209|6.26156196686|2182.27272727|42|9640|72|13|0
29e94d3a-77be-11e7-9300-80e65024849a.file|aba2d86ed17f587eb6d57e6c75f64f05|332|224|783|2|23|79872|1577472|19456|4768|4096|86016|4194304|4096|512|4|0|1|0|4|0|1622016|1024|1615454|2|0|2097152|4096|1048576|4096|0|16|9|3.50709077888|0.0|7.91453390663|175274.666667|0|1479680|177139.555556|28|1479216|5|117|0|0|12|4.35897947382|2.74783229791|7.9577786852|123210.166667|146|1433600|0|0|0
661b8128-adcb-11e6-8b37-80e65024849a.file|ca45abec67e5d8798fe7b56b2a2e46a9|332|224|8463|8|0|41984|229376|0|45452|4096|49152|4194304|4096|512|5|1|8|0|5|1|290816|1024|0|2|320|1048576|4096|1048576|4096|0|16|6|6.31202369274|1.9997504849|7.73482510193|33024.0|5120|92160|45018.0|5022|91736|6|18|0|0|9|3.40540363924|1.37293442557|7.98909917977|10128.0|62|56644|0|16|0
b73ad08f-3766-11e7-9c26-80e65024849a.file|bde29dee841faf6a084a57bcc7bf4513|332|224|271|7|10|339968|999424|0|218191|4096|344064|4194304|4096|4096|4|0|0|0|4|0|1343488|4096|1384997|2|0|1048576|4096|1048576|4096|0|16|4|5.70200109996|3.73172609735|7.60217774193|329728.0|12288|880640|332765.5|28852|877720|15|439|2|0|84|3.84010383305|0.960953135828|7.99708871773|10393.7857143|20|387380|72|17|0
2001f55e-a71c-11e6-a986-80e65024849a.file|7e6c4acec91b61dd3d08a3bea3d6632d|332|224|271|2|50|72704|20992|0|740146|4096|77824|4194304|4096|512|5|0|0|0|5|0|1384448|576|703076|2|0|1048576|4096|1048576|4096|0|16|5|1.58200115997|0.0|7.91000579984|136089.6|0|680448|273754.8|256|679982|11|17|0|0|0|0|0|0|0|0|0|0|0|0
