Name|md5|Machine|SizeOfOptionalHeader|Characteristics|MajorLinkerVersion|MinorLinkerVersion|SizeOfCode|SizeOfInitializedData|SizeOfUninitializedData|AddressOfEntryPoint|BaseOfCode|BaseOfData|ImageBase|SectionAlignment|FileAlignment|MajorOperatingSystemVersion|MinorOperatingSystemVersion|MajorImageVersion|MinorImageVersion|MajorSubsystemVersion|MinorSubsystemVersion|SizeOfImage|SizeOfHeaders|CheckSum|Subsystem|DllCharacteristics|SizeOfStackReserve|SizeOfStackCommit|SizeOfHeapReserve|SizeOfHeapCommit|LoaderFlags|NumberOfRvaAndSizes|SectionsNb|SectionsMeanEntropy|SectionsMinEntropy|SectionsMaxEntropy|SectionsMeanRawsize|SectionsMinRawsize|SectionMaxRawsize|SectionsMeanVirtualsize|SectionsMinVirtualsize|SectionMaxVirtualsize|ImportsNbDLL|ImportsNb|ImportsNbOrdinal|ExportNb|ResourcesNb|ResourcesMeanEntropy|ResourcesMinEntropy|ResourcesMaxEntropy|ResourcesMeanSize|ResourcesMinSize|ResourcesMaxSize|LoadConfigurationSize|VersionInformationSize|legitimate
9ee6824c-9a86-11e6-98fa-80e65024849a.file|3c4de20e464146bec844471867bd1628|332|224|8462|2|50|51200|18944|0|45842|4096|57344|268435456|4096|512|4|0|0|0|4|0|81920|1024|77710|2|0|1048576|4096|1048576|4096|0|16|4|5.18279628644|3.04800455669|6.17339934358|17152.0|512|51200|17242.75|256|50843|9|89|0|0|0|0|0|0|0|0|0|0|0|0
61ec53ca-adcb-11e6-b72d-80e65024849a.file|e134e27613ac19bcbc8a897487ac9e96|332|224|258|10|0|29696|489984|16896|14511|4096|36864|4194304|4096|512|5|0|6|0|5|0|1204224|1024|0|2|34112|1048576|4096|1048576|4096|0|16|6|3.92079887525|0.0|6.49970859063|13653.3333333|0|36352|198958.0|4054|643072|8|172|1|0|41|3.2721785195|2.40320055668|6.16607689223|832.146341463|132|9640|0|0|0
6ca103f5-9eb2-11e6-bcb9-80e65024849a.file|27350fdc9f53cb093614aef9bd259276|332|224|271|6|0|23552|119808|1024|12860|4096|28672|4194304|4096|512|4|0|6|0|4|0|335872|1024|0|2|32768|1048576|4096|1048576|4096|0|16|5|4.26404495019|0.0|6.41769823686|6860.8|0|23552|64653.2|4496|180224|8|155|1|0|8|3.33232462133|1.81924070464|5.74165055354|547.625|20|2216|0|12|0
9ecd8be3-ca8e-11e6-8784-80e65024849a.file|e096033aeb0ca9a9e504775e1951dfd0|332|224|271|6|0|23552|119808|1024|12945|4096|28672|4194304|4096|512|4|0|6|0|4|0|200704|1024|0|2|32768|1048576|4096|1048576|4096|0|16|5|4.40869676591|0.0|6.47638909549|8396.8|0|23552|37608.0|4496|110456|8|155|1|0|7|3.59735782125|1.91924070464|5.67728000818|1749.42857143|20|9640|0|16|0
88937ccc-4d49-11e7-9f9f-80e65024849a.file|7830ae81a7f4aacd5254a978893f1f26|332|224|259|10|0|352256|155648|663552|1018112|667648|1019904|4194304|4096|512|4|1|0|0|4|1|1175552|4096|3774004|2|33024|1048576|4096|1048576|4096|0|16|3|4.81293618622|0.0|7.93069132149|168960.0|0|351232|390485.333333|155648|663552|7|12|0|0|21|5.73021573625|0.0|7.95463309277|17614.6666667|164|115874|72|16|0
390dbd33-b08b-11e6-ad2e-80e65024849a.file|a7593f0cb215231cd18877d846efeb59|332|224|8450|12|0|56832|146944|0|16559|4096|61440|268435456|4096|512|5|1|0|0|5|1|217088|1024|0|2|320|1048576|4096|1048576|4096|0|16|5|5.81247533006|4.03183130723|7.35378913584|39116.8|1024|113152|40456.8|896|120940|3|77|0|0|2|4.08603214777|3.2604497798|4.91161451574|364.5|348|381|72|11|0
c1b7677d-49eb-11e7-a515-80e65024849a.file|f773e14ee1b70fd7d459bc77c71b4359|332|224|8462|7|10|266240|36864|0|159936|4096|270336|268435456|4096|4096|4|0|0|0|4|0|307200|4096|0|2|0|1048576|4096|1048576|4096|0|16|4|5.291883823|4.67031047742|6.3055174366|74752.0|8192|266240|74082.75|5518|265797|3|94|0|0|0|0|0|0|0|0|0|72|0|0
706a393a-a1a3-11e6-b514-80e65024849a.file|158b710a2ce07e3a34e46118f2ad39f2|332|224|8450|12|0|131072|4096|106496|239632|110592|241664|268435456|4096|512|5|1|0|0|5|1|245760|4096|0|2|320|1048576|4096|1048576|4096|0|16|3|3.88958917361|0.0|7.92920391751|43861.3333333|0|130048|80554.6666667|4096|131072|3|7|0|0|2|4.09069466572|3.26977481571|4.91161451574|364.5|348|381|72|11|0
9cd1d278-a1a3-11e6-bf36-80e65024849a.file|c79dfcd9b989f48ae7900d41a2164618|332|224|259|9|0|24576|263680|8192|13085|4096|28672|4194304|4096|512|5|0|6|0|5|0|1114112|1024|644693|2|32768|1048576|4096|1048576|4096|0|16|5|3.56277310213|0.0|6.44603018817|11571.2|0|27136|220812.0|5470|794624|8|158|1|0|14|3.24513821923|2.43767598439|5.31229353623|1846.42857143|96|9640|0|14|0
b3309640-9a86-11e6-8efe-80e65024849a.file|3b0a6a947ddefe22c4b6d8639066855d|332|224|33167|2|25|36864|16896|0|38896|4096|40960|4194304|4096|512|1|0|0|0|4|0|77824|1024|0|2|0|1048576|16384|1048576|4096|0|16|8|2.28297193451|0.0|6.57622930147|6400.0|0|36864|6958.25|8|36628|8|95|0|0|14|3.45057193404|2.64576300669|4.86457827095|651.785714286|44|2216|0|13|0
ebd666ab-bbf1-11e6-9ad9-80e65024849a.file|c79dfcd9b989f48ae7900d41a2164618|332|224|259|9|0|24576|263680|8192|13085|4096|28672|4194304|4096|512|5|0|6|0|5|0|1114112|1024|644693|2|32768|1048576|4096|1048576|4096|0|16|5|3.56277310213|0.0|6.44603018817|11571.2|0|27136|220812.0|5470|794624|8|158|1|0|14|3.24513821923|2.43767598439|5.31229353623|1846.42857143|96|9640|0|14|0
1d6763bd-a71c-11e6-91fd-80e65024849a.file|31963075abec1ca51a7c8416baf097f2|332|224|259|9|0|78336|40960|0|23209|4096|86016|4194304|4096|512|5|0|0|0|5|0|135168|1024|129487|2|33024|1048576|4096|1048576|4096|0|16|4|5.99454183738|4.36341833543|7.03845593687|29824.0|7168|78336|30443.75|9612|78095|13|144|1|0|9|3.73460362592|3.05479828603|5.33365764625|1012.44444444|78|1988|72|0|0
473ee9f3-afb8-11e6-bfff-80e65024849a.file|ee2124b6d33790152d39543881c02e43|332|224|271|6|0|25088|186368|2048|12846|4096|32768|4194304|4096|512|4|0|6|0|4|0|319488|1024|0|2|34112|1048576|4096|1048576|4096|0|16|5|4.211353822|0.0|6.4806797674|10547.2|0|25088|61651.6|5216|176056|8|166|1|0|16|4.00199721742|2.56193367224|6.26611549455|1204.375|104|4264|0|17|0
74c11e57-9c08-11e6-8f29-80e65024849a.file|0a2b85684b4e1caa132ec710bc8414a5|332|224|33167|2|25|37888|17920|0|40000|4096|45056|4194304|4096|512|1|0|6|0|4|0|81920|1024|0|2|32768|1048576|16384|1048576|4096|0|16|8|2.30376763974|0.0|6.56223225793|6656.0|0|37888|7236.0|8|37732|8|96|0|0|14|3.46784014862|2.64576300669|5.05007355156|717.142857143|44|2216|0|15|0
69e71380-ac06-11e6-a31a-80e65024849a.file|c369b51420c96ccd93a9b9750816205b|332|224|33167|2|25|65024|476160|0|70588|4096|73728|4194304|4096|512|5|0|6|0|5|0|585728|1024|1397458|2|33088|1048576|16384|1048576|4096|0|16|8|2.99836753338|0.0|6.39169445915|67648.0|0|468480|70243.0|8|468336|11|120|0|0|31|3.47625083937|1.15337266604|5.44844073031|15051.9354839|16|270376|0|15|0
be55d230-3d1b-11e7-b94c-80e65024849a.file|d8012989362c634ae2f5d6453bac46f2|332|224|8462|2|50|62976|22528|0|57649|4096|69632|268435456|4096|512|4|0|0|0|4|0|98304|1024|127356|2|0|1048576|4096|1048576|4096|0|16|4|5.31846009744|3.04800455669|6.61844777486|20992.0|512|62976|21149.75|256|62699|9|97|0|0|0|0|0|0|0|0|0|0|0|0
b5012a59-9b66-11e6-85aa-80e65024849a.file|abdae9d862e3a355d469f05297276bdd|332|224|258|6|0|2265600|2369024|0|2273230|8192|2383872|4194304|8192|512|4|0|0|0|4|0|2392064|512|2389038|2|34112|1048576|4096|1048576|4096|0|16|3|3.98570508034|0.101910425663|7.96766889931|789845.333333|512|2265600|789392.0|12|2265224|1|1|0|0|15|3.9669917362|2.53967305574|7.30615170148|6806.8|174|67624|0|19|0
e1b097bd-0f10-11e7-aeb6-80e65024849a.file|d8012989362c634ae2f5d6453bac46f2|332|224|8462|2|50|62976|22528|0|57649|4096|69632|268435456|4096|512|4|0|0|0|4|0|98304|1024|127356|2|0|1048576|4096|1048576|4096|0|16|4|5.31846009744|3.04800455669|6.61844777486|20992.0|512|62976|21149.75|256|62699|9|97|0|0|0|0|0|0|0|0|0|0|0|0
b299f8ae-ca1a-11e6-9cb1-80e65024849a.file|e096033aeb0ca9a9e504775e1951dfd0|332|224|271|6|0|23552|119808|1024|12945|4096|28672|4194304|4096|512|4|0|6|0|4|0|200704|1024|0|2|32768|1048576|4096|1048576|4096|0|16|5|4.40869676591|0.0|6.47638909549|8396.8|0|23552|37608.0|4496|110456|8|155|1|0|7|3.59735782125|1.91924070464|5.67728000818|1749.42857143|20|9640|0|16|0
463ec0fa-b08b-11e6-8534-80e65024849a.file|ac1898c9fc4ecfcc9eafa6af7c0f16f8|332|224|271|6|0|23552|119808|1024|12860|4096|28672|4194304|4096|512|4|0|6|0|4|0|364544|1024|3940065|2|32768|1048576|4096|1048576|4096|0|16|5|4.21547171392|0.0|6.41769823686|13516.8|0|38400|70445.2|4496|176128|8|155|1|0|57|3.09183706395|2.40320055668|5.97397324169|614.456140351|90|9640|0|13|0
9eb4e3bd-ca8e-11e6-adb6-80e65024849a.file|158b710a2ce07e3a34e46118f2ad39f2|332|224|8450|12|0|131072|4096|106496|239632|110592|241664|268435456|4096|512|5|1|0|0|5|1|245760|4096|0|2|320|1048576|4096|1048576|4096|0|16|3|3.88958917361|0.0|7.92920391751|43861.3333333|0|130048|80554.6666667|4096|131072|3|7|0|0|2|4.09069466572|3.26977481571|4.91161451574|364.5|348|381|72|11|0
f70a16f3-21a2-11e7-8239-80e65024849a.file|8a916ce8bac56ad0cc040507f70dccf2|332|224|259|14|0|44032|245248|0|4186|4096|49152|4194304|4096|512|6|0|0|0|6|0|487424|1024|474932|2|320|1048576|4096|1048576|4096|0|16|8|5.306631752|3.39605956343|6.90490965139|53376.0|3584|181248|58482.0|3740|180948|2|109|0|0|35|4.13111726006|1.29173550268|7.98889536552|5099.91428571|16|48250|0|18|0
15470d17-a71c-11e6-8b28-80e65024849a.file|b4cb2af3d9ca46dc2f3444cb1e568c44|332|224|259|12|0|106496|106496|0|4171|4096|110592|4194304|4096|4096|5|1|0|0|5|1|299008|4096|330588|2|320|1048576|4096|1048576|4096|0|16|9|5.18230957273|1.62378830439|6.60025997357|32312.8888889|4096|106496|30776.8888889|5070|104431|8|120|0|0|18|3.95230343028|2.53087565036|7.35402780785|4343.16666667|16|46061|0|18|0
1414e714-c5d3-11e6-a30e-80e65024849a.file|2e1ca7028008fc87df5614d6a0f0b3a3|332|224|259|8|0|61440|86016|0|16718|4096|65536|4194304|4096|4096|4|0|0|0|4|0|151552|4096|0|2|0|1048576|4096|1048576|4096|0|16|4|4.30736447131|1.60968660908|7.00250411124|30720.0|4096|61440|34471.0|816|58436|6|205|1|0|1|5.12745303093|5.12745303093|5.12745303093|713.0|713|713|72|0|0
77942735-a1a3-11e6-9c76-80e65024849a.file|ff0fc6eb67ce7dbf7c543d4b0b034060|332|224|271|6|0|61440|737280|0|5507|4096|65536|4194304|4096|4096|4|0|0|0|4|0|802816|4096|863696|2|0|1048576|4096|1048576|4096|0|16|4|3.23210686966|0.208518032344|5.62502964218|199680.0|24576|679936|197790.0|23088|677024|5|62|0|0|14|3.36671968447|2.54352933169|5.30858401782|1588.5|76|4264|0|11|0
926b92cc-c4f3-11e6-9385-80e65024849a.file|3035d8fa1aee7a682e9a6dd51e9f1df8|332|224|41358|2|25|842752|699392|0|846336|4096|847872|4194304|4096|512|4|0|0|0|4|0|1581056|1024|919581|2|1|4096|1048576|1048576|4096|0|16|3|4.67689606668|0.210826267787|7.99977100517|291669.333333|512|864768|524458.666667|512|1560576|17|20|0|0|56|0.189264906648|0.0|4.95651280344|530.053571429|16|2080|0|0|0
326622d1-9b67-11e6-86b4-80e65024849a.file|0146b14dea4e6241e2b42e933a712b18|332|224|259|8|0|101888|119808|0|103471|4096|106496|4194304|4096|512|4|0|0|0|4|0|245760|512|1864579|2|0|1048576|4096|1048576|4096|0|16|4|5.04257134439|3.33189097172|6.67402412101|55424.0|2560|101888|59712.0|15306|101854|9|210|1|0|8|3.88190057135|2.80282728361|5.26802116086|12655.5|76|67624|0|15|0
f34a9ea1-ef05-11e6-8007-80e65024849a.file|4f851a9c8d9717ed4f172e6b3527a8b2|332|224|258|9|0|946176|24576|2277376|3221696|2281472|3227648|16777216|4096|512|4|0|6|1|4|0|3252224|4096|1042027|2|33216|262144|8192|1048576|4096|0|16|3|4.5439211646|0.0|7.99966729801|322218.666667|0|943616|1082709.33333|24576|2277376|19|24|0|0|100|6.17253386293|0.0|7.99915464308|13487.34|20|193072|72|16|0
59e62ca1-9018-11e7-bd91-80e65024849a.file|0b40a2fff66d3c7f728b2d0e9ae861a6|332|224|259|14|0|59904|609280|0|39688|4096|65536|4194304|4096|512|5|1|0|0|5|1|679936|1024|704152|2|0|1048576|4096|1048576|4096|0|16|4|5.74769601551|2.39883761433|7.94481287906|167296.0|6656|567808|167102.75|6340|567584|7|78|0|0|5|4.39990956976|3.5|7.99954784882|113459.2|512|529920|0|0|0
df496926-2654-11e7-8108-80e65024849a.file|f1db409bf1ff8f356cffb4a5546c34a4|332|224|271|7|10|323584|999424|0|201073|4096|327680|4194304|4096|4096|4|0|0|0|4|0|1327104|4096|1341968|2|0|1048576|4096|1048576|4096|0|16|4|5.65603576129|3.71405181753|7.52279950263|325632.0|12288|880640|327932.25|28820|879944|15|427|2|0|87|3.94511931213|0.960953135828|7.99682856139|10059.3908046|20|270376|72|18|0
a027eac5-9a86-11e6-bee0-80e65024849a.file|211e9145dd724e538362face5740e6e2|332|224|259|11|0|112640|155648|0|4171|4096|118784|4194304|4096|1024|5|0|0|0|5|0|286720|1024|218440|2|320|1048576|4096|1048576|4096|0|16|8|5.66479464604|3.06023403785|6.6589935366|25600.0|1024|112640|33251.75|940|112286|8|235|0|0|1|3.37480196581|3.37480196581|3.37480196581|852.0|852|852|0|17|0
0af63085-9d22-11e6-a9e9-80e65024849a.file|7e6c4acec91b61dd3d08a3bea3d6632d|332|224|271|2|50|72704|20992|0|740146|4096|77824|4194304|4096|512|5|0|0|0|5|0|1384448|576|703076|2|0|1048576|4096|1048576|4096|0|16|5|1.58200115997|0.0|7.91000579984|136089.6|0|680448|273754.8|256|679982|11|17|0|0|0|0|0|0|0|0|0|0|0|0
5bb41354-c5d3-11e6-ab7f-80e65024849a.file|218613f0f1d2780f08e754be9e6f8c64|332|224|259|10|0|7168|199168|0|9847|4096|12288|4194304|4096|512|5|1|0|0|5|1|217088|1024|0|2|33024|1048576|4096|1048576|4096|0|16|4|6.15053364113|4.3582486704|7.99736638132|51584.0|1024|195584|51495.5|1668|195128|4|52|0|0|3|7.99248317387|7.98486409378|7.99688441963|64956.6666667|12598|103936|72|0|0
be046514-4ee1-11e7-a128-80e65024849a.file|36882198e11da2783e28b84eed923fca|332|224|33166|2|25|822784|201728|0|826460|4096|827392|4194304|4096|512|4|0|0|0|4|0|1056768|1024|0|2|0|1048576|16384|1048576|4096|0|16|8|3.9262470143|0.0|6.99810547649|128064.0|0|822784|128458.125|16|822444|20|481|0|0|60|3.16517554995|1.83875868092|7.66989488327|1927.43333333|16|67543|0|0|0
d5c592ab-3c5f-11e7-99fa-80e65024849a.file|d8012989362c634ae2f5d6453bac46f2|332|224|8462|2|50|62976|22528|0|57649|4096|69632|268435456|4096|512|4|0|0|0|4|0|98304|1024|127356|2|0|1048576|4096|1048576|4096|0|16|4|5.31846009744|3.04800455669|6.61844777486|20992.0|512|62976|21149.75|256|62699|9|97|0|0|0|0|0|0|0|0|0|0|0|0
b9573b59-ca1a-11e6-bccd-80e65024849a.file|9f6eab3948d7941cd0b7501c6b6feb93|332|224|258|10|0|480256|332800|0|284397|4096|487424|4194304|4096|512|5|1|0|0|5|1|839680|1024|844150|2|33088|1048576|4096|1048576|4096|0|16|6|5.38999571919|3.92544735709|7.58224058906|135509.333333|12288|480256|137048.5|12049|480207|15|346|0|0|55|5.42295127984|0.960953135828|7.98516428189|3739.2|42|43285|72|16|0
23fc4e91-9757-11e6-9435-80e65024849a.file|8915452ee0b8e754ee7b047a849a01a2|332|224|774|2|24|51200|47104|5632|163984|0|4096|16777216|4096|512|5|0|1|0|4|0|208896|1024|182645|3|4160|2097152|4096|1048576|4096|0|16|14|4.82660736507|0.0|7.74341620005|12178.2857143|0|51200|12577.4285714|55|50752|7|69|0|0|11|4.12648984743|2.61331937355|5.79657704644|1745.45454545|48|9040|0|16|0
df273fa8-ca8e-11e6-856a-80e65024849a.file|f773e14ee1b70fd7d459bc77c71b4359|332|224|8462|7|10|266240|36864|0|159936|4096|270336|268435456|4096|4096|4|0|0|0|4|0|307200|4096|0|2|0|1048576|4096|1048576|4096|0|16|4|5.291883823|4.67031047742|6.3055174366|74752.0|8192|266240|74082.75|5518|265797|3|94|0|0|0|0|0|0|0|0|0|72|0|0
f5f895d7-21a2-11e7-89f8-80e65024849a.file|d8012989362c634ae2f5d6453bac46f2|332|224|8462|2|50|62976|22528|0|57649|4096|69632|268435456|4096|512|4|0|0|0|4|0|98304|1024|127356|2|0|1048576|4096|1048576|4096|0|16|4|5.31846009744|3.04800455669|6.61844777486|20992.0|512|62976|21149.75|256|62699|9|97|0|0|0|0|0|0|0|0|0|0|0|0
d875f6de-9b65-11e6-ab65-80e65024849a.file|211e9145dd724e538362face5740e6e2|332|224|259|11|0|112640|155648|0|4171|4096|118784|4194304|4096|1024|5|0|0|0|5|0|286720|1024|218440|2|320|1048576|4096|1048576|4096|0|16|8|5.66479464604|3.06023403785|6.6589935366|25600.0|1024|112640|33251.75|940|112286|8|235|0|0|1|3.37480196581|3.37480196581|3.37480196581|852.0|852|852|0|17|0
abade275-4c81-11e7-bf98-80e65024849a.file|ecde3fa86f7de788c5dc31a78beea681|332|224|271|6|0|90112|811008|0|6634|4096|94208|4194304|4096|4096|4|0|0|0|4|0|905216|4096|909229|2|0|1048576|4096|1048576|4096|0|16|4|4.01193926708|2.04712609481|6.70658738042|224256.0|4096|753664|222538.0|3218|754008|5|69|0|0|3|3.43572558289|1.64429931067|5.30858401782|14953.0|320|43720|0|10|0
f04843eb-ef05-11e6-aee0-80e65024849a.file|086ca0d2e06f7cf7c15f0f74bc6db518|332|224|271|7|10|339968|999424|0|218191|4096|344064|4194304|4096|4096|4|0|0|0|4|0|1343488|4096|1386083|2|0|1048576|4096|1048576|4096|0|16|4|5.70203186353|3.73172609735|7.60217774193|329728.0|12288|880640|332765.5|28852|877720|15|439|2|0|84|3.84010383305|0.960953135828|7.99708871773|10393.7857143|20|387380|72|17|0
9a913068-9b65-11e6-937c-80e65024849a.file|158b710a2ce07e3a34e46118f2ad39f2|332|224|8450|12|0|131072|4096|106496|239632|110592|241664|268435456|4096|512|5|1|0|0|5|1|245760|4096|0|2|320|1048576|4096|1048576|4096|0|16|3|3.88958917361|0.0|7.92920391751|43861.3333333|0|130048|80554.6666667|4096|131072|3|7|0|0|2|4.09069466572|3.26977481571|4.91161451574|364.5|348|381|72|11|0
ecc3144a-372b-11e7-b3b3-80e65024849a.file|d8012989362c634ae2f5d6453bac46f2|332|224|8462|2|50|62976|22528|0|57649|4096|69632|268435456|4096|512|4|0|0|0|4|0|98304|1024|127356|2|0|1048576|4096|1048576|4096|0|16|4|5.31846009744|3.04800455669|6.61844777486|20992.0|512|62976|21149.75|256|62699|9|97|0|0|0|0|0|0|0|0|0|0|0|0
f83aa57d-c2b4-11e6-80bd-80e65024849a.file|8a916ce8bac56ad0cc040507f70dccf2|332|224|259|14|0|44032|245248|0|4186|4096|49152|4194304|4096|512|6|0|0|0|6|0|487424|1024|474932|2|320|1048576|4096|1048576|4096|0|16|8|5.306631752|3.39605956343|6.90490965139|53376.0|3584|181248|58482.0|3740|180948|2|109|0|0|35|4.13111726006|1.29173550268|7.98889536552|5099.91428571|16|48250|0|18|0
42f70aba-9b67-11e6-b54e-80e65024849a.file|7c55a5ab6d3cecfea3d1772da59ff7db|332|224|14|6|0|32768|86016|0|34662|4096|36865|2097152|4096|4096|4|0|0|0|4|0|57344|4096|0|2|0|1048576|4096|1048576|4096|0|16|6|3.09200953629|0.593236649105|5.64806416347|8874.66666667|4096|32768|7083.5|578|31702|5|68|0|0|3|3.31057764082|3.24318272229|3.40485184283|459.333333333|266|792|0|20|0
8d9cf799-8a5c-11e7-9422-80e65024849a.file|59d4aa47323fe7c1106f99c1a84d31c0|332|224|259|14|0|131072|4096|180224|310912|184320|315392|4194304|4096|512|5|1|0|0|5|1|319488|4096|0|2|32768|1048576|4096|1048576|4096|0|16|3|3.90803258552|0.0|7.93653069905|43520.0|0|127488|105130.666667|4096|180224|6|11|0|0|4|2.84106183555|1.83875868092|3.59999818822|542.0|20|1256|92|14|0
3904290a-c041-11e6-ba8b-80e65024849a.file|0d3cf582d7f607f99cf504ec243401e9|332|224|33167|2|25|159232|193024|0|164952|4096|167936|4194304|4096|512|5|0|0|0|5|0|389120|1024|385036|2|0|1048576|16384|1048576|4096|0|16|9|3.35172471588|0.0|6.82270187114|39139.5555556|0|178688|40273.7777778|8|178688|21|231|0|0|17|5.55581247685|2.7119455038|7.90186110828|10421.7058824|16|122352|0|18|0
e5e61b66-0b1b-11e7-a57b-80e65024849a.file|086ca0d2e06f7cf7c15f0f74bc6db518|332|224|271|7|10|339968|999424|0|218191|4096|344064|4194304|4096|4096|4|0|0|0|4|0|1343488|4096|1386083|2|0|1048576|4096|1048576|4096|0|16|4|5.70203186353|3.73172609735|7.60217774193|329728.0|12288|880640|332765.5|28852|877720|15|439|2|0|84|3.84010383305|0.960953135828|7.99708871773|10393.7857143|20|387380|72|17|0
0509263d-8afb-11e7-af24-80e65024849a.file|c1736b814389cb6602329186c8181b35|332|224|271|6|0|25088|118784|1024|13069|4096|32768|4194304|4096|512|4|0|6|0|4|0|253952|1024|0|2|34112|1048576|4096|1048576|4096|0|16|5|4.493424637|0.0|6.39361655288|10137.6|0|25088|47813.6|4680|108600|7|159|1|0|16|3.9472226072|2.52183228636|6.26611549455|1144.6875|104|4264|0|0|0
ce0c4d73-ab20-11e6-ad09-80e65024849a.file|f8b97dfd87eaf892ef523729286d3685|332|224|33167|2|25|65024|476160|0|70588|4096|73728|4194304|4096|512|5|0|6|0|5|0|585728|1024|1432778|2|33088|1048576|16384|1048576|4096|0|16|8|2.9983678427|0.0|6.39169445915|67648.0|0|468480|70243.0|8|468336|11|120|0|0|31|3.47918339069|1.15337266604|5.44844073031|15051.9354839|16|270376|0|15|0
61b0081e-c5d3-11e6-822e-80e65024849a.file|bdd562a14e1fb7308a92a50e7cf017de|332|224|258|14|0|223744|92672|0|7744|4096|229376|4194304|4096|512|6|0|0|0|6|0|331776|1024|0|2|33088|1048576|4096|1048576|4096|0|16|6|4.36642371243|1.98270661016|6.62954803289|52053.3333333|512|223744|52505.1666667|232|223339|4|86|0|0|1|4.91161451574|4.91161451574|4.91161451574|381.0|381|381|92|0|0
36fb540a-c5d3-11e6-93df-80e65024849a.file|ab320db525cb03146eb04426860cf314|332|224|271|6|0|25600|186368|2048|12960|4096|32768|4194304|4096|512|4|0|6|0|4|0|331776|1024|0|2|34112|1048576|4096|1048576|4096|0|16|5|4.24490284551|0.0|6.48463588503|12390.4|0|29184|63554.2|5296|176088|7|166|1|0|17|4.01059797238|2.52183228636|6.26611549455|1649.0|118|9640|0|0|0
f99db214-9d21-11e6-b0da-80e65024849a.file|8915452ee0b8e754ee7b047a849a01a2|332|224|774|2|24|51200|47104|5632|163984|0|4096|16777216|4096|512|5|0|1|0|4|0|208896|1024|182645|3|4160|2097152|4096|1048576|4096|0|16|14|4.82660736507|0.0|7.74341620005|12178.2857143|0|51200|12577.4285714|55|50752|7|69|0|0|11|4.12648984743|2.61331937355|5.79657704644|1745.45454545|48|9040|0|16|0
2d8dd042-ca8e-11e6-aa9a-80e65024849a.file|85003057fbddd3468478adc04a1b50cd|332|224|41358|2|25|843776|689664|0|847548|4096|847872|4194304|4096|512|4|0|0|0|4|0|1572864|1024|923520|2|1|4096|1048576|1048576|4096|0|16|3|4.68615377037|0.227251894857|7.99978424694|288426.666667|512|855040|521728.0|512|1552384|17|20|0|0|56|0.189264906648|0.0|4.95651280344|530.053571429|16|2080|0|0|0
c5d5c10a-49eb-11e7-91ef-80e65024849a.file|36d7b01417ad4b875540ce25e299bbc5|332|224|259|8|0|483328|8192|851968|1338768|856064|1339392|4194304|4096|512|4|0|0|0|4|0|1347584|4096|619384629|2|0|1048576|4096|1048576|4096|0|16|3|4.10085262704|0.0|7.92218922155|163840.0|0|483328|447829.333333|8192|851968|12|17|1|0|6|3.59551682366|0.0|7.77462477381|80144.0|20|437816|72|16|0
e15e2991-03c7-11e7-a112-80e65024849a.file|d8012989362c634ae2f5d6453bac46f2|332|224|8462|2|50|62976|22528|0|57649|4096|69632|268435456|4096|512|4|0|0|0|4|0|98304|1024|127356|2|0|1048576|4096|1048576|4096|0|16|4|5.31846009744|3.04800455669|6.61844777486|20992.0|512|62976|21149.75|256|62699|9|97|0|0|0|0|0|0|0|0|0|0|0|0
aa42ad02-bbf1-11e6-8151-80e65024849a.file|d8bfa1856c231e70f05497b6c807d2e3|332|224|270|2|50|74752|48640|0|69306|4096|81920|4194304|4096|512|4|0|0|0|4|0|139264|1024|150455|2|0|1048576|4096|1048576|4096|0|16|5|5.1649389655|3.04800455669|6.43176964601|24371.2|512|74752|24395.0|256|74299|9|91|0|0|7|4.15522487329|2.69913115291|5.30420299006|3210.57142857|90|9640|0|0|0
917eba30-a1a3-11e6-99be-80e65024849a.file|a1792915deecbf6064563e33bfc34b4b|332|224|258|9|0|112128|202240|0|58663|4096|118784|4194304|4096|512|5|0|0|0|5|0|335872|1024|368674|2|0|1048576|4096|1048576|4096|0|16|6|5.20805009977|0.0|7.75219444203|52394.6666667|512|112128|53371.0|9|111719|15|190|2|0|36|3.26606919649|1.07875492481|5.70914906553|1382.80555556|20|19496|72|0|0
93e1d951-ab20-11e6-a031-80e65024849a.file|d7ae489919db79d32acd90daa1235f4b|332|224|33167|2|25|40448|17920|0|42488|4096|45056|4194304|4096|512|1|0|6|0|4|0|81920|1024|0|2|32768|1048576|16384|1048576|4096|0|16|8|2.32225963191|0.0|6.63176587695|6976.0|0|40448|7560.0|8|40240|8|96|0|0|14|3.46312018272|2.64576300669|5.11919475074|731.142857143|44|2216|0|15|0
b53f87ca-ca1a-11e6-ae62-80e65024849a.file|f75b3118313cb10d38fd4d8a63dfb513|332|224|271|6|0|25600|186368|2048|12960|4096|32768|4194304|4096|512|4|0|6|0|4|0|327680|1024|0|2|34112|1048576|4096|1048576|4096|0|16|5|4.26882889974|0.0|6.48463588503|12288.0|0|28672|63474.2|5296|176088|7|166|1|0|16|4.08573478387|2.52183228636|6.16607689223|1731.375|132|9640|0|0|0
